model,instrument_a,instrument_b,noise_type,mean_confusion_increase_auc,min_confusion_increase_auc,max_confusion_increase_auc,n_replicates
panns,cello,violin,audience,0.0317934782609,0.030615942029,0.0329710144928,2
panns,clarinet,double-bass,audience,0.00994173521347,0.00839861600731,0.0114848544196,2
panns,clarinet,flute,audience,0.0251381188881,0.0190767690768,0.0311994686995,2
panns,clarinet,french-horn,audience,0.0294929718876,0.0286144578313,0.0303714859438,2
panns,clarinet,oboe,audience,0.0718249895465,0.0631913559129,0.0804586231801,2
panns,clarinet,trombone,audience,0.0313660700174,0.0281580923028,0.0345740477319,2
panns,clarinet,trumpet,audience,0.0670564795565,0.0665713790714,0.0675415800416,2
panns,clarinet,tuba,audience,0.00754534776712,0.00736220091059,0.00772849462366,2
panns,clarinet,viola,audience,0.0160605770865,0.0139827327327,0.0181384214403,2
panns,clarinet,violin,audience,0.0253007367833,0.0217062993226,0.028895174244,2
panns,double-bass,flute,audience,0.0217251950948,0.0192028985507,0.0242474916388,2
panns,double-bass,french-horn,audience,0.00376506024096,0.00125502008032,0.00627510040161,2
panns,double-bass,oboe,audience,0.00369198312236,0.00263713080169,0.00474683544304,2
panns,double-bass,trombone,audience,0.0259502923977,0.0239702517162,0.0279303330791,2
panns,double-bass,trumpet,audience,0.00705824972129,0.00510033444816,0.00901616499443,2
panns,double-bass,tuba,audience,0.0234323866293,0.0173971482001,0.0294676250584,2
panns,double-bass,viola,audience,0.0143551750068,0.0129426442439,0.0157677057698,2
panns,double-bass,violin,audience,0.0221119817998,0.0219862936749,0.0222376699247,2
panns,flute,french-horn,audience,0.042796184739,0.0401606425703,0.0454317269076,2
panns,flute,oboe,audience,0.0298277525334,0.0266485448447,0.0330069602222,2
panns,flute,trombone,audience,0.0223843529765,0.0171643049933,0.0276044009597,2
panns,flute,trumpet,audience,0.033084045584,0.0296296296296,0.0365384615385,2
panns,flute,tuba,audience,0.027336211056,0.0214436288025,0.0332287933094,2
panns,flute,viola,audience,0.0206107549858,0.0145171477719,0.0267043621996,2
panns,flute,violin,audience,0.0442402935135,0.0376043530113,0.0508762340158,2
panns,french-horn,oboe,audience,0.00100401606426,0,0.00200803212851,2
panns,french-horn,trombone,audience,0.0596497833439,0.043767173959,0.0755323927288,2
panns,french-horn,trumpet,audience,0.00840863453815,0.00527108433735,0.011546184739,2
panns,french-horn,tuba,audience,0.00825479336702,0.00754631428942,0.00896327244462,2
panns,french-horn,viola,audience,0.00476907630522,0.00326305220884,0.00627510040161,2
panns,french-horn,violin,audience,0.00539658634538,0.00401606425703,0.00677710843373,2
panns,oboe,trombone,audience,0.012526371308,0.0105485232068,0.0145042194093,2
panns,oboe,trumpet,audience,0.0139869360597,0.0139767932489,0.0139970788705,2
panns,oboe,tuba,audience,0.00274772015789,0.00268817204301,0.00280726827276,2
panns,oboe,viola,audience,0.00792756349017,0.00572456412706,0.0101305628533,2
panns,oboe,violin,audience,0.0174050632911,0.0129219409283,0.021888185654,2
panns,trombone,trumpet,audience,0.0369883040936,0.0341486729645,0.0398279352227,2
panns,trombone,tuba,audience,0.0593299023769,0.0588037634409,0.059856041313,2
panns,trombone,viola,audience,0.0102287460002,0.00984428445327,0.0106132075472,2
panns,trombone,violin,audience,0.0127137732898,0.0116364069087,0.0137911396709,2
panns,trumpet,tuba,audience,0.00222937344913,0,0.00445874689826,2
panns,trumpet,viola,audience,0.019495343493,0.0166727140784,0.0223179729076,2
panns,trumpet,violin,audience,0.0179338103757,0.0170567481614,0.0188108725899,2
panns,tuba,viola,audience,0.00264696185839,0.00176569791033,0.00352822580645,2
panns,tuba,violin,audience,0.00133431795449,0.00117607526882,0.00149256064016,2
panns,viola,violin,audience,0.0432108076154,0.0409719175077,0.0454496977232,2
panns,bassoon,cello,studio,0.00480072463768,0.00380434782609,0.00579710144928,2
panns,bassoon,clarinet,studio,0.0212890080802,0.0185230333426,0.0240549828179,2
panns,bassoon,double-bass,studio,0.00591569550276,0.00374458389362,0.00808680711191,2
panns,bassoon,flute,studio,0.0599015698887,0.0525468470056,0.0672562927718,2
panns,bassoon,french-horn,studio,0.0447654018134,0.0348119281249,0.054718875502,2
panns,bassoon,oboe,studio,-0.0090206185567,-0.0109536082474,-0.00708762886598,2
panns,bassoon,trombone,studio,0.0619395083499,0.0600451407729,0.0638338759269,2
panns,bassoon,trumpet,studio,-0.00322164948454,-0.00429553264605,-0.00214776632302,2
panns,bassoon,tuba,studio,0.00591501773639,0.00473374625873,0.00709628921406,2
panns,bassoon,viola,studio,-0.000786163522013,-0.000786163522013,-0.000786163522013,2
panns,bassoon,violin,studio,0.00953674844828,0.00768534057913,0.0113881563174,2
panns,cello,clarinet,studio,0.0051246899073,0.00326086956522,0.00698851024938,2
panns,cello,double-bass,studio,0.0215579710145,0.0150362318841,0.0280797101449,2
panns,cello,flute,studio,0.0373970333209,0.0364006565094,0.0383934101325,2
panns,cello,french-horn,studio,0.00172101449275,0,0.00344202898551,2
panns,cello,oboe,studio,0.00369198312236,0.00210970464135,0.00527426160338,2
panns,cello,trombone,studio,0.0275362318841,0.0259057971014,0.0291666666667,2
panns,cello,trumpet,studio,0.00383918617614,0.00182552954292,0.00585284280936,2
panns,cello,tuba,studio,0.00144927536232,0.000905797101449,0.00199275362319,2
panns,cello,viola,studio,0.0141047990156,0.00948181569593,0.0187277823352,2
panns,cello,violin,studio,0.103351449275,0.101811594203,0.104891304348,2
panns,clarinet,double-bass,studio,0.00328045436741,0.00271739130435,0.00384351743047,2
panns,clarinet,flute,studio,0.0341735966736,0.0328982828983,0.0354489104489,2
panns,clarinet,french-horn,studio,0.0135542168675,0.0120481927711,0.0150602409639,2
panns,clarinet,oboe,studio,0.0594672995781,0.0590717299578,0.0598628691983,2
panns,clarinet,trombone,studio,0.0397700331911,0.0392168484274,0.0403232179548,2
panns,clarinet,trumpet,studio,0.0425112612613,0.0394548394548,0.0455676830677,2
panns,clarinet,tuba,studio,0.00764297563693,0.00636321805677,0.00892273321709,2
panns,clarinet,viola,studio,0.0038378590855,0.00327036942603,0.00440534874497,2
panns,clarinet,violin,studio,0.0407325930582,0.036040400866,0.0454247852504,2
panns,double-bass,flute,studio,0.0491770407531,0.0490849126719,0.0492691688344,2
panns,double-bass,french-horn,studio,0.00213353413655,0.00200803212851,0.00225903614458,2
panns,double-bass,oboe,studio,0.00197784810127,0.00158227848101,0.00237341772152,2
panns,double-bass,trombone,studio,0.0374165713196,0.0356963513857,0.0391367912535,2
panns,double-bass,trumpet,studio,0.00365105908584,0.00310758082497,0.00419453734671,2
panns,double-bass,tuba,studio,0.011451028518,0.0085685483871,0.0143335086489,2
panns,double-bass,viola,studio,0.00651917555373,0.00407779600766,0.00896055509981,2
panns,double-bass,violin,studio,0.0183792551399,0.0182591843613,0.0184993259184,2
panns,flute,french-horn,studio,0.0445532128514,0.0424196787149,0.046686746988,2
panns,flute,oboe,studio,0.0465059143857,0.0403481012658,0.0526637275055,2
panns,flute,trombone,studio,0.0233918128655,0.0200789098815,0.0267047158495,2
panns,flute,trumpet,studio,0.0137108262108,0.011858974359,0.0155626780627,2
panns,flute,tuba,studio,0.0353992911957,0.0319751746163,0.038823407775,2
panns,flute,viola,studio,0.0205536405418,0.0198506289308,0.0212566521529,2
panns,flute,violin,studio,0.0518452262638,0.0478781554363,0.0558122970914,2
panns,french-horn,oboe,studio,0.00376506024096,0.00200803212851,0.00552208835341,2
panns,french-horn,trombone,studio,0.086780234975,0.0851365990277,0.0884238709223,2
panns,french-horn,trumpet,studio,0.00301204819277,0.00200803212851,0.00401606425703,2
panns,french-horn,tuba,studio,0.0209487142117,0.0184751101179,0.0234223183055,2
panns,french-horn,viola,studio,0.000753012048193,0,0.00150602409639,2
panns,french-horn,violin,studio,0.0169427710843,0.0128012048193,0.0210843373494,2
panns,oboe,trombone,studio,0.0222837552743,0.0221518987342,0.0224156118143,2
panns,oboe,trumpet,studio,0.0103963810451,0.00795602077248,0.0128367413178,2
panns,oboe,tuba,studio,0.00237341772152,0.00184599156118,0.00290084388186,2
panns,oboe,viola,studio,0.000524938301091,0.000263713080169,0.000786163522013,2
panns,oboe,violin,studio,0.0518196202532,0.0461497890295,0.0574894514768,2
panns,trombone,trumpet,studio,0.0815747300945,0.0806314664867,0.0825179937022,2
panns,trombone,tuba,studio,0.100087247689,0.0967741935484,0.10340030183,2
panns,trombone,viola,studio,0.0130492800397,0.0112028301887,0.0148957298908,2
panns,trombone,violin,studio,0.0264772881817,0.0251555487556,0.0277990276078,2
panns,trumpet,tuba,studio,0.00259511993383,0.00132857733664,0.00386166253102,2
panns,trumpet,viola,studio,0.00127751572327,0.00117924528302,0.00137578616352,2
panns,trumpet,violin,studio,0.04207414033,0.0416741204532,0.0424741602067,2
panns,tuba,viola,studio,0.00147247159667,0.000982704402516,0.00196223879083,2
panns,tuba,violin,studio,0.00142809139785,0.00100806451613,0.00184811827957,2
panns,viola,violin,studio,0.108420481693,0.107507861635,0.10933310175,2
